fragment,api,relevance
"Why does the following code sort the List of objects? Could you please explain why the following code compiles and prints [1, 2, 3, 4], as expected. I'm using Java 8.
    
    
    List nums = Arrays.asList(4, 3, 2, 1);
    Collections.sort(nums);
    System.out.println(nums);
    

As I understand, four Integer instances is created here. Each list entry contains an Object reference to an Integer instance. Since the Object class doesn't implement the Comparable interface, then Collections.sort should throw ClassCastException or something like this because it cannot cast Object references to Comparable references. Could you please point out what I'm missing? With 1,2,3,4 you are creating `int` literals. While passing them to `asList(T... a)` they get boxed into `Integer` objects which implements `Comparable` (`public final class Integer extends Number implements Comparable`), so you can sort them. Update Comment: Yes, but the List is declared as List, so it's the synonym to `List`, not `List`, and `Object` doesn't implement `Comparable`. Answer: You do not specify a generic type for the list and the `Collections.sort()` method only checks if the object's class extends `Comparable`. If the list has no type, your compiler should only give you a warning and everything should work fine since `Integer`'s are comparable. The source code of the sort method
    
    
    public static > void sort(List list) {
    Object[] a = list.toArray();
    Arrays.sort(a);
    ListIterator i = list.listIterator();
    for (int j=0; j

Update Execute this piece of code to see what happens if the class does not implements `Comparable`.
    
    
    public class Test
    {
    public static void main(String[] args)
    {
    List objs = new ArrayList<>();
    objs.add(new Test());
    objs.add(new Test());
    Collections.sort(objs);
    }
    }
    

The cast to `Comparable` which is done in Line 290 of `ComparableTimSort.class` will fail!
    
    
    Exception in thread ""main"" java.lang.ClassCastException: src.Test cannot be cast to java.lang.Comparable
    at java.util.ComparableTimSort.countRunAndMakeAscending(Unknown Source)
    at java.util.ComparableTimSort.sort(Unknown Source)
    at java.util.ComparableTimSort.sort(Unknown Source)
    at java.util.Arrays.sort(Unknown Source)
    at java.util.Collections.sort(Unknown Source)
    at src.Test.main(Test.java:14)",String,1
"Why does the following code sort the List of objects? Could you please explain why the following code compiles and prints [1, 2, 3, 4], as expected. I'm using Java 8.
    
    
    List nums = Arrays.asList(4, 3, 2, 1);
    Collections.sort(nums);
    System.out.println(nums);
    

As I understand, four Integer instances is created here. Each list entry contains an Object reference to an Integer instance. Since the Object class doesn't implement the Comparable interface, then Collections.sort should throw ClassCastException or something like this because it cannot cast Object references to Comparable references. Could you please point out what I'm missing? With 1,2,3,4 you are creating `int` literals. While passing them to `asList(T... a)` they get boxed into `Integer` objects which implements `Comparable` (`public final class Integer extends Number implements Comparable`), so you can sort them. Update Comment: Yes, but the List is declared as List, so it's the synonym to `List`, not `List`, and `Object` doesn't implement `Comparable`. Answer: You do not specify a generic type for the list and the `Collections.sort()` method only checks if the object's class extends `Comparable`. If the list has no type, your compiler should only give you a warning and everything should work fine since `Integer`'s are comparable. The source code of the sort method
    
    
    public static > void sort(List list) {
    Object[] a = list.toArray();
    Arrays.sort(a);
    ListIterator i = list.listIterator();
    for (int j=0; j

Update Execute this piece of code to see what happens if the class does not implements `Comparable`.
    
    
    public class Test
    {
    public static void main(String[] args)
    {
    List objs = new ArrayList<>();
    objs.add(new Test());
    objs.add(new Test());
    Collections.sort(objs);
    }
    }
    

The cast to `Comparable` which is done in Line 290 of `ComparableTimSort.class` will fail!
    
    
    Exception in thread ""main"" java.lang.ClassCastException: src.Test cannot be cast to java.lang.Comparable
    at java.util.ComparableTimSort.countRunAndMakeAscending(Unknown Source)
    at java.util.ComparableTimSort.sort(Unknown Source)
    at java.util.ComparableTimSort.sort(Unknown Source)
    at java.util.Arrays.sort(Unknown Source)
    at java.util.Collections.sort(Unknown Source)
    at src.Test.main(Test.java:14)",Object,1
"Why does the following code sort the List of objects? Could you please explain why the following code compiles and prints [1, 2, 3, 4], as expected. I'm using Java 8.
    
    
    List nums = Arrays.asList(4, 3, 2, 1);
    Collections.sort(nums);
    System.out.println(nums);
    

As I understand, four Integer instances is created here. Each list entry contains an Object reference to an Integer instance. Since the Object class doesn't implement the Comparable interface, then Collections.sort should throw ClassCastException or something like this because it cannot cast Object references to Comparable references. Could you please point out what I'm missing? With 1,2,3,4 you are creating `int` literals. While passing them to `asList(T... a)` they get boxed into `Integer` objects which implements `Comparable` (`public final class Integer extends Number implements Comparable`), so you can sort them. Update Comment: Yes, but the List is declared as List, so it's the synonym to `List`, not `List`, and `Object` doesn't implement `Comparable`. Answer: You do not specify a generic type for the list and the `Collections.sort()` method only checks if the object's class extends `Comparable`. If the list has no type, your compiler should only give you a warning and everything should work fine since `Integer`'s are comparable. The source code of the sort method
    
    
    public static > void sort(List list) {
    Object[] a = list.toArray();
    Arrays.sort(a);
    ListIterator i = list.listIterator();
    for (int j=0; j

Update Execute this piece of code to see what happens if the class does not implements `Comparable`.
    
    
    public class Test
    {
    public static void main(String[] args)
    {
    List objs = new ArrayList<>();
    objs.add(new Test());
    objs.add(new Test());
    Collections.sort(objs);
    }
    }
    

The cast to `Comparable` which is done in Line 290 of `ComparableTimSort.class` will fail!
    
    
    Exception in thread ""main"" java.lang.ClassCastException: src.Test cannot be cast to java.lang.Comparable
    at java.util.ComparableTimSort.countRunAndMakeAscending(Unknown Source)
    at java.util.ComparableTimSort.sort(Unknown Source)
    at java.util.ComparableTimSort.sort(Unknown Source)
    at java.util.Arrays.sort(Unknown Source)
    at java.util.Collections.sort(Unknown Source)
    at src.Test.main(Test.java:14)",Collections,1
"Why does the following code sort the List of objects? Could you please explain why the following code compiles and prints [1, 2, 3, 4], as expected. I'm using Java 8.
    
    
    List nums = Arrays.asList(4, 3, 2, 1);
    Collections.sort(nums);
    System.out.println(nums);
    

As I understand, four Integer instances is created here. Each list entry contains an Object reference to an Integer instance. Since the Object class doesn't implement the Comparable interface, then Collections.sort should throw ClassCastException or something like this because it cannot cast Object references to Comparable references. Could you please point out what I'm missing? With 1,2,3,4 you are creating `int` literals. While passing them to `asList(T... a)` they get boxed into `Integer` objects which implements `Comparable` (`public final class Integer extends Number implements Comparable`), so you can sort them. Update Comment: Yes, but the List is declared as List, so it's the synonym to `List`, not `List`, and `Object` doesn't implement `Comparable`. Answer: You do not specify a generic type for the list and the `Collections.sort()` method only checks if the object's class extends `Comparable`. If the list has no type, your compiler should only give you a warning and everything should work fine since `Integer`'s are comparable. The source code of the sort method
    
    
    public static > void sort(List list) {
    Object[] a = list.toArray();
    Arrays.sort(a);
    ListIterator i = list.listIterator();
    for (int j=0; j

Update Execute this piece of code to see what happens if the class does not implements `Comparable`.
    
    
    public class Test
    {
    public static void main(String[] args)
    {
    List objs = new ArrayList<>();
    objs.add(new Test());
    objs.add(new Test());
    Collections.sort(objs);
    }
    }
    

The cast to `Comparable` which is done in Line 290 of `ComparableTimSort.class` will fail!
    
    
    Exception in thread ""main"" java.lang.ClassCastException: src.Test cannot be cast to java.lang.Comparable
    at java.util.ComparableTimSort.countRunAndMakeAscending(Unknown Source)
    at java.util.ComparableTimSort.sort(Unknown Source)
    at java.util.ComparableTimSort.sort(Unknown Source)
    at java.util.Arrays.sort(Unknown Source)
    at java.util.Collections.sort(Unknown Source)
    at src.Test.main(Test.java:14)",Comparable,1
"Why does the following code sort the List of objects? Could you please explain why the following code compiles and prints [1, 2, 3, 4], as expected. I'm using Java 8.
    
    
    List nums = Arrays.asList(4, 3, 2, 1);
    Collections.sort(nums);
    System.out.println(nums);
    

As I understand, four Integer instances is created here. Each list entry contains an Object reference to an Integer instance. Since the Object class doesn't implement the Comparable interface, then Collections.sort should throw ClassCastException or something like this because it cannot cast Object references to Comparable references. Could you please point out what I'm missing? With 1,2,3,4 you are creating `int` literals. While passing them to `asList(T... a)` they get boxed into `Integer` objects which implements `Comparable` (`public final class Integer extends Number implements Comparable`), so you can sort them. Update Comment: Yes, but the List is declared as List, so it's the synonym to `List`, not `List`, and `Object` doesn't implement `Comparable`. Answer: You do not specify a generic type for the list and the `Collections.sort()` method only checks if the object's class extends `Comparable`. If the list has no type, your compiler should only give you a warning and everything should work fine since `Integer`'s are comparable. The source code of the sort method
    
    
    public static > void sort(List list) {
    Object[] a = list.toArray();
    Arrays.sort(a);
    ListIterator i = list.listIterator();
    for (int j=0; j

Update Execute this piece of code to see what happens if the class does not implements `Comparable`.
    
    
    public class Test
    {
    public static void main(String[] args)
    {
    List objs = new ArrayList<>();
    objs.add(new Test());
    objs.add(new Test());
    Collections.sort(objs);
    }
    }
    

The cast to `Comparable` which is done in Line 290 of `ComparableTimSort.class` will fail!
    
    
    Exception in thread ""main"" java.lang.ClassCastException: src.Test cannot be cast to java.lang.Comparable
    at java.util.ComparableTimSort.countRunAndMakeAscending(Unknown Source)
    at java.util.ComparableTimSort.sort(Unknown Source)
    at java.util.ComparableTimSort.sort(Unknown Source)
    at java.util.Arrays.sort(Unknown Source)
    at java.util.Collections.sort(Unknown Source)
    at src.Test.main(Test.java:14)",ArrayList,1
"Why does the following code sort the List of objects? Could you please explain why the following code compiles and prints [1, 2, 3, 4], as expected. I'm using Java 8.
    
    
    List nums = Arrays.asList(4, 3, 2, 1);
    Collections.sort(nums);
    System.out.println(nums);
    

As I understand, four Integer instances is created here. Each list entry contains an Object reference to an Integer instance. Since the Object class doesn't implement the Comparable interface, then Collections.sort should throw ClassCastException or something like this because it cannot cast Object references to Comparable references. Could you please point out what I'm missing? The missing piece here is type erasure. Java compiles to JVM bytecode, and JVM bytecode has no concept of generics. So at runtime, a `List` is precisely the same as a `List` or a `List`. If your code ever contained that information (which your code doesn't), then it is erased when your code is compiled. This means that at runtime, there's no difference between a `List` and a `List`, other than the actual elements they contain (as a consequence, it also means that if your `List` contains no elements, then there's no way of telling what sort of `List` it was meant to be). `Collections.sort` is able to sort any `List` whose elements all implement `Comparable`, and are comparable with each other. Since your `List` contains `Integer`s, which implement `Comparable`, `Collections.sort` is able to sort it. Perhaps confusingly, this isn't true of arrays, for historical reasons. `Comparable[]` and `Object[]` are completely different types. In principle, this means that Java's array sorting methods could refuse to sort `Object[]` arrays, as you might expect. In practice they do not, and `Arrays.sort` accepts `Object[]` arrays, analogously to `Collections.sort`.",Object,0
"Why does the following code sort the List of objects? Could you please explain why the following code compiles and prints [1, 2, 3, 4], as expected. I'm using Java 8.
    
    
    List nums = Arrays.asList(4, 3, 2, 1);
    Collections.sort(nums);
    System.out.println(nums);
    

As I understand, four Integer instances is created here. Each list entry contains an Object reference to an Integer instance. Since the Object class doesn't implement the Comparable interface, then Collections.sort should throw ClassCastException or something like this because it cannot cast Object references to Comparable references. Could you please point out what I'm missing? The missing piece here is type erasure. Java compiles to JVM bytecode, and JVM bytecode has no concept of generics. So at runtime, a `List` is precisely the same as a `List` or a `List`. If your code ever contained that information (which your code doesn't), then it is erased when your code is compiled. This means that at runtime, there's no difference between a `List` and a `List`, other than the actual elements they contain (as a consequence, it also means that if your `List` contains no elements, then there's no way of telling what sort of `List` it was meant to be). `Collections.sort` is able to sort any `List` whose elements all implement `Comparable`, and are comparable with each other. Since your `List` contains `Integer`s, which implement `Comparable`, `Collections.sort` is able to sort it. Perhaps confusingly, this isn't true of arrays, for historical reasons. `Comparable[]` and `Object[]` are completely different types. In principle, this means that Java's array sorting methods could refuse to sort `Object[]` arrays, as you might expect. In practice they do not, and `Arrays.sort` accepts `Object[]` arrays, analogously to `Collections.sort`.",Comparable,0
"collection delete by index Guys how will I use `remove(object);` to delete an element by the id inputted by the user. I don't know how to implement `indexOf(object);` since I have many variables in my arguments I cant do it like this `indexOf(id);` `remove(indexOf(id));` Teach me how.
    
    
    public class Main {
    public static void main(String[] args) {
    Scanner s = new Scanner(System.in);
    List items = new ArrayList<>();
    while (true) {
    System.out.println(""ITEM MANAGEMENT"");
    lineBreak(20, ""*"");
    System.out.println(""[1] - Add Item"");
    System.out.println(""[2] - Delete Item"");
    System.out.println(""[3] - Edit Item"");
    System.out.println(""[4] - List All Items"");
    System.out.println(""[5] - View Item"");
    System.out.println(""[6] - Exit"");
    lineBreak(20, ""-"");
    System.out.print(""Enter your choice>> "");
    int choice = s.nextInt();
    int id;
    String name, des;
    float price;
    Item i;
    switch(choice){
    case 1:
    System.out.print(""INPUT ID: "");
    id = s.nextInt();
    s.nextLine(); //trap
    System.out.print(""INPUT NAME: "");
    name = s.nextLine();
    System.out.print(""INPUT DESCRIPTION: "");
    des = s.nextLine();
    System.out.print(""INPUT PRICE: "");
    price = s.nextFloat();
    i = new Item(id,price,name,des);
    items.add(i);
    break;
    case 2:
    System.out.println(""ENTER ID: "");
    break;
    case 3:
    System.out.println(""ENTER ID: "");
    break;
    case 4:
    System.out.printf(""%-10s%-10s%10s\\n"",""ID"",""NAME"",""PRICE"");
    lineBreak(20,"" -"");
    for(Item item: items){
    System.out.printf(""%-10d%-10s%10.2f\\n"",item.getId(),item.getName(),item.getPrice());
    }
    break;
    case 5:
    System.out.println(""ENTER ID: "");
    break;
    case 6:
    System.exit(1);
    default:
    System.out.println(""Invalid Input!"");
    }
    }
    }
    public static void lineBreak(int n, String ch) {
    for (int i = 0; i < n; i++) {
    System.out.print(ch);
    }
    System.out.println("""");
    }
    }
    

If your `itemId` should be unique (recommended). You should use `Map` where `Integer` will have the unique Id of your `Item`, in this way you can use `get(itemId)` and `remove(itemId)` on map easily and you won't need any loops as well.  Otherwise(not recommended), you have to iterate over your list and find the first (or all) matching `itemId` from the list and than only you can remove that item. You can not remove the item directly from `List` by `list.remove(itemId)`. One another way is to maintain two list one for itemIds and one for Item. Whenever you add element to Item list add id of item to second list.  FOR EXAMPLE
    
    
    List itemList = new ArrayList();
    List itemIdList = new ArrayList();
    int itemIdWantToRemove = itemIdList.indexOf(itemId);
    itemList.remove(itemIdWantToRemove);
    itemIdList.remove(itemIdWantToRemove);",List,0
"collection delete by index Guys how will I use `remove(object);` to delete an element by the id inputted by the user. I don't know how to implement `indexOf(object);` since I have many variables in my arguments I cant do it like this `indexOf(id);` `remove(indexOf(id));` Teach me how.
    
    
    public class Main {
    public static void main(String[] args) {
    Scanner s = new Scanner(System.in);
    List items = new ArrayList<>();
    while (true) {
    System.out.println(""ITEM MANAGEMENT"");
    lineBreak(20, ""*"");
    System.out.println(""[1] - Add Item"");
    System.out.println(""[2] - Delete Item"");
    System.out.println(""[3] - Edit Item"");
    System.out.println(""[4] - List All Items"");
    System.out.println(""[5] - View Item"");
    System.out.println(""[6] - Exit"");
    lineBreak(20, ""-"");
    System.out.print(""Enter your choice>> "");
    int choice = s.nextInt();
    int id;
    String name, des;
    float price;
    Item i;
    switch(choice){
    case 1:
    System.out.print(""INPUT ID: "");
    id = s.nextInt();
    s.nextLine(); //trap
    System.out.print(""INPUT NAME: "");
    name = s.nextLine();
    System.out.print(""INPUT DESCRIPTION: "");
    des = s.nextLine();
    System.out.print(""INPUT PRICE: "");
    price = s.nextFloat();
    i = new Item(id,price,name,des);
    items.add(i);
    break;
    case 2:
    System.out.println(""ENTER ID: "");
    break;
    case 3:
    System.out.println(""ENTER ID: "");
    break;
    case 4:
    System.out.printf(""%-10s%-10s%10s\\n"",""ID"",""NAME"",""PRICE"");
    lineBreak(20,"" -"");
    for(Item item: items){
    System.out.printf(""%-10d%-10s%10.2f\\n"",item.getId(),item.getName(),item.getPrice());
    }
    break;
    case 5:
    System.out.println(""ENTER ID: "");
    break;
    case 6:
    System.exit(1);
    default:
    System.out.println(""Invalid Input!"");
    }
    }
    }
    public static void lineBreak(int n, String ch) {
    for (int i = 0; i < n; i++) {
    System.out.print(ch);
    }
    System.out.println("""");
    }
    }
    

If your `itemId` should be unique (recommended). You should use `Map` where `Integer` will have the unique Id of your `Item`, in this way you can use `get(itemId)` and `remove(itemId)` on map easily and you won't need any loops as well.  Otherwise(not recommended), you have to iterate over your list and find the first (or all) matching `itemId` from the list and than only you can remove that item. You can not remove the item directly from `List` by `list.remove(itemId)`. One another way is to maintain two list one for itemIds and one for Item. Whenever you add element to Item list add id of item to second list.  FOR EXAMPLE
    
    
    List itemList = new ArrayList();
    List itemIdList = new ArrayList();
    int itemIdWantToRemove = itemIdList.indexOf(itemId);
    itemList.remove(itemIdWantToRemove);
    itemIdList.remove(itemIdWantToRemove);",ArrayList,0
"collection delete by index Guys how will I use `remove(object);` to delete an element by the id inputted by the user. I don't know how to implement `indexOf(object);` since I have many variables in my arguments I cant do it like this `indexOf(id);` `remove(indexOf(id));` Teach me how.
    
    
    public class Main {
    public static void main(String[] args) {
    Scanner s = new Scanner(System.in);
    List items = new ArrayList<>();
    while (true) {
    System.out.println(""ITEM MANAGEMENT"");
    lineBreak(20, ""*"");
    System.out.println(""[1] - Add Item"");
    System.out.println(""[2] - Delete Item"");
    System.out.println(""[3] - Edit Item"");
    System.out.println(""[4] - List All Items"");
    System.out.println(""[5] - View Item"");
    System.out.println(""[6] - Exit"");
    lineBreak(20, ""-"");
    System.out.print(""Enter your choice>> "");
    int choice = s.nextInt();
    int id;
    String name, des;
    float price;
    Item i;
    switch(choice){
    case 1:
    System.out.print(""INPUT ID: "");
    id = s.nextInt();
    s.nextLine(); //trap
    System.out.print(""INPUT NAME: "");
    name = s.nextLine();
    System.out.print(""INPUT DESCRIPTION: "");
    des = s.nextLine();
    System.out.print(""INPUT PRICE: "");
    price = s.nextFloat();
    i = new Item(id,price,name,des);
    items.add(i);
    break;
    case 2:
    System.out.println(""ENTER ID: "");
    break;
    case 3:
    System.out.println(""ENTER ID: "");
    break;
    case 4:
    System.out.printf(""%-10s%-10s%10s\\n"",""ID"",""NAME"",""PRICE"");
    lineBreak(20,"" -"");
    for(Item item: items){
    System.out.printf(""%-10d%-10s%10.2f\\n"",item.getId(),item.getName(),item.getPrice());
    }
    break;
    case 5:
    System.out.println(""ENTER ID: "");
    break;
    case 6:
    System.exit(1);
    default:
    System.out.println(""Invalid Input!"");
    }
    }
    }
    public static void lineBreak(int n, String ch) {
    for (int i = 0; i < n; i++) {
    System.out.print(ch);
    }
    System.out.println("""");
    }
    }
    

You should use Map`` instead of List for storing the Item objects. In the Map You can fetch the Item by the given Id and delete the Item Object from the Map. If you need to use List only, Then you need to iterate over the list, every time you delete an Item from the list. You can use the following piece of code for deleting the Item in the List. Given you have `getId()` method in the Item class.
    
    
    Iterator itemIterator = items.iterator();
    int id = s.nextInt();
    while (itemIterator.hasNext()) {
    Item item = itemIterator.next();
    if (item.getId() == id) {
    itemIterator.remove();
    break;
    }
    }",List,0
"collection delete by index Guys how will I use `remove(object);` to delete an element by the id inputted by the user. I don't know how to implement `indexOf(object);` since I have many variables in my arguments I cant do it like this `indexOf(id);` `remove(indexOf(id));` Teach me how.
    
    
    public class Main {
    public static void main(String[] args) {
    Scanner s = new Scanner(System.in);
    List items = new ArrayList<>();
    while (true) {
    System.out.println(""ITEM MANAGEMENT"");
    lineBreak(20, ""*"");
    System.out.println(""[1] - Add Item"");
    System.out.println(""[2] - Delete Item"");
    System.out.println(""[3] - Edit Item"");
    System.out.println(""[4] - List All Items"");
    System.out.println(""[5] - View Item"");
    System.out.println(""[6] - Exit"");
    lineBreak(20, ""-"");
    System.out.print(""Enter your choice>> "");
    int choice = s.nextInt();
    int id;
    String name, des;
    float price;
    Item i;
    switch(choice){
    case 1:
    System.out.print(""INPUT ID: "");
    id = s.nextInt();
    s.nextLine(); //trap
    System.out.print(""INPUT NAME: "");
    name = s.nextLine();
    System.out.print(""INPUT DESCRIPTION: "");
    des = s.nextLine();
    System.out.print(""INPUT PRICE: "");
    price = s.nextFloat();
    i = new Item(id,price,name,des);
    items.add(i);
    break;
    case 2:
    System.out.println(""ENTER ID: "");
    break;
    case 3:
    System.out.println(""ENTER ID: "");
    break;
    case 4:
    System.out.printf(""%-10s%-10s%10s\\n"",""ID"",""NAME"",""PRICE"");
    lineBreak(20,"" -"");
    for(Item item: items){
    System.out.printf(""%-10d%-10s%10.2f\\n"",item.getId(),item.getName(),item.getPrice());
    }
    break;
    case 5:
    System.out.println(""ENTER ID: "");
    break;
    case 6:
    System.exit(1);
    default:
    System.out.println(""Invalid Input!"");
    }
    }
    }
    public static void lineBreak(int n, String ch) {
    for (int i = 0; i < n; i++) {
    System.out.print(ch);
    }
    System.out.println("""");
    }
    }
    

You should use Map`` instead of List for storing the Item objects. In the Map You can fetch the Item by the given Id and delete the Item Object from the Map. If you need to use List only, Then you need to iterate over the list, every time you delete an Item from the list. You can use the following piece of code for deleting the Item in the List. Given you have `getId()` method in the Item class.
    
    
    Iterator itemIterator = items.iterator();
    int id = s.nextInt();
    while (itemIterator.hasNext()) {
    Item item = itemIterator.next();
    if (item.getId() == id) {
    itemIterator.remove();
    break;
    }
    }",Map,0
"collection delete by index Guys how will I use `remove(object);` to delete an element by the id inputted by the user. I don't know how to implement `indexOf(object);` since I have many variables in my arguments I cant do it like this `indexOf(id);` `remove(indexOf(id));` Teach me how.
    
    
    public class Main {
    public static void main(String[] args) {
    Scanner s = new Scanner(System.in);
    List items = new ArrayList<>();
    while (true) {
    System.out.println(""ITEM MANAGEMENT"");
    lineBreak(20, ""*"");
    System.out.println(""[1] - Add Item"");
    System.out.println(""[2] - Delete Item"");
    System.out.println(""[3] - Edit Item"");
    System.out.println(""[4] - List All Items"");
    System.out.println(""[5] - View Item"");
    System.out.println(""[6] - Exit"");
    lineBreak(20, ""-"");
    System.out.print(""Enter your choice>> "");
    int choice = s.nextInt();
    int id;
    String name, des;
    float price;
    Item i;
    switch(choice){
    case 1:
    System.out.print(""INPUT ID: "");
    id = s.nextInt();
    s.nextLine(); //trap
    System.out.print(""INPUT NAME: "");
    name = s.nextLine();
    System.out.print(""INPUT DESCRIPTION: "");
    des = s.nextLine();
    System.out.print(""INPUT PRICE: "");
    price = s.nextFloat();
    i = new Item(id,price,name,des);
    items.add(i);
    break;
    case 2:
    System.out.println(""ENTER ID: "");
    break;
    case 3:
    System.out.println(""ENTER ID: "");
    break;
    case 4:
    System.out.printf(""%-10s%-10s%10s\\n"",""ID"",""NAME"",""PRICE"");
    lineBreak(20,"" -"");
    for(Item item: items){
    System.out.printf(""%-10d%-10s%10.2f\\n"",item.getId(),item.getName(),item.getPrice());
    }
    break;
    case 5:
    System.out.println(""ENTER ID: "");
    break;
    case 6:
    System.exit(1);
    default:
    System.out.println(""Invalid Input!"");
    }
    }
    }
    public static void lineBreak(int n, String ch) {
    for (int i = 0; i < n; i++) {
    System.out.print(ch);
    }
    System.out.println("""");
    }
    }
    

You should use Map`` instead of List for storing the Item objects. In the Map You can fetch the Item by the given Id and delete the Item Object from the Map. If you need to use List only, Then you need to iterate over the list, every time you delete an Item from the list. You can use the following piece of code for deleting the Item in the List. Given you have `getId()` method in the Item class.
    
    
    Iterator itemIterator = items.iterator();
    int id = s.nextInt();
    while (itemIterator.hasNext()) {
    Item item = itemIterator.next();
    if (item.getId() == id) {
    itemIterator.remove();
    break;
    }
    }",Iterator,0
"collection delete by index Guys how will I use `remove(object);` to delete an element by the id inputted by the user. I don't know how to implement `indexOf(object);` since I have many variables in my arguments I cant do it like this `indexOf(id);` `remove(indexOf(id));` Teach me how.
    
    
    public class Main {
    public static void main(String[] args) {
    Scanner s = new Scanner(System.in);
    List items = new ArrayList<>();
    while (true) {
    System.out.println(""ITEM MANAGEMENT"");
    lineBreak(20, ""*"");
    System.out.println(""[1] - Add Item"");
    System.out.println(""[2] - Delete Item"");
    System.out.println(""[3] - Edit Item"");
    System.out.println(""[4] - List All Items"");
    System.out.println(""[5] - View Item"");
    System.out.println(""[6] - Exit"");
    lineBreak(20, ""-"");
    System.out.print(""Enter your choice>> "");
    int choice = s.nextInt();
    int id;
    String name, des;
    float price;
    Item i;
    switch(choice){
    case 1:
    System.out.print(""INPUT ID: "");
    id = s.nextInt();
    s.nextLine(); //trap
    System.out.print(""INPUT NAME: "");
    name = s.nextLine();
    System.out.print(""INPUT DESCRIPTION: "");
    des = s.nextLine();
    System.out.print(""INPUT PRICE: "");
    price = s.nextFloat();
    i = new Item(id,price,name,des);
    items.add(i);
    break;
    case 2:
    System.out.println(""ENTER ID: "");
    break;
    case 3:
    System.out.println(""ENTER ID: "");
    break;
    case 4:
    System.out.printf(""%-10s%-10s%10s\\n"",""ID"",""NAME"",""PRICE"");
    lineBreak(20,"" -"");
    for(Item item: items){
    System.out.printf(""%-10d%-10s%10.2f\\n"",item.getId(),item.getName(),item.getPrice());
    }
    break;
    case 5:
    System.out.println(""ENTER ID: "");
    break;
    case 6:
    System.exit(1);
    default:
    System.out.println(""Invalid Input!"");
    }
    }
    }
    public static void lineBreak(int n, String ch) {
    for (int i = 0; i < n; i++) {
    System.out.print(ch);
    }
    System.out.println("""");
    }
    }
    

Given your current implementation, you would need to loop over the list and find the `Item`(s) which have a matching `id` Something like...
    
    
    int deleteId = s.nextInt();
    Iterator it = items.iterator();
    while (it.hasNext()) {
    Item next = it.next();
    if (next.getId() == deleteId) {
    it.remove();
    }
    }
    

Equally you could also take advantage of Java 8's stream support and do something like...
    
    
    int deleteId = s.nextInt();
    List results = items.stream().filter((Item t) -> { return t.getId() == deleteId; }).collect(Collectors.toList());
    

You could then use the resulting `List` to remove all the elements in it from the `items` list...
    
    
    items.removeAll(results);
    

*Another possibility Is to find the first `Item` which matches the required id...
    
    
    int deleteId = s.nextInt();
    Item item = list.stream().filter(x -> 
    {
    return x.getId() == deleteId;
    })
    .findFirst()
    .get();
    if (item != null) {
    items.remove(item);
    }",Iterator,0
"Converting List of Generic type classes to List of Objects Hi as my generic type method returns the List as follows 
    
    
     List> departmentsByAppId = commonDao.getDaoData(new Object[]{appStateObject.getAppId()}, new String[]{""appId""}, new String[]{""eq""}, Department.class);
    

So how can we convert this data to normal list like`List` without iterating. You can iterate the list and add each object to another list after performing the appropriate casting:-
    
    
     List list = new ArrayList();
    for(int i=0;i<=departmentsByAppId.size();i++)
    {
    list.add((Department)departmentsByAppId.get(i));
    }",ArrayList,0
"How to create a List of Object arrays that has only one array? I have the following code snippet, which I can't understand why doesn't work:
    
    
    List listOfObjectArrays;
    listOfObjectArrays = new ArrayList<>();
    Object[] objectArray = new Object[] {1, ""two"", null};
    listOfObjectArrays.add(objectArray);
    // works just fine
    listOfObjectArrays = Arrays.asList(objectArray, objectArray);
    // works just fine
    listOfObjectArrays = Arrays.asList(objectArray); // *
    // compile error: Incompatible types. Required: List Found: List
    listOfObjectArrays = Arrays.asList(new Object[] {1, ""two"", null});
    // compile error: Incompatible types. Required: List Found: List
    

Could somebody please point me in the right direction? I already saw Jon Skeet's answer on an other question, but the last example there does not work for me. Even if I add a cast to either `Object` or `Object[]` in the line marked with `*` I get a compile error. Keppil nicely formulated a line that would solve my current problem, but Kevin's answer pointed me in the right direction to understand the situation. Until now I used the abstraction that `Arrays.asList()` wraps the argument(s) in an array regardless of content and then uses it to create an `ArrayList`. According to this model my call should have resulted in an `ArrayList` backed by an array containing the passed `Object[]` parameter. Looking at the `Arrays.asList()` source it became clear that my call (`listOfObjectArrays = Arrays.asList(objectArray);`) would have resulted in a List backed by `objectArray` itself, creating an `ArrayList`. So in order to have a list of `Object[]` arrays, I'd need to pass an array of `Object[]` arrays (as Kevin suggested), or explicitly set the type parameter of `Arrays` to `Object[]`, forcing `Arrays.asList()` to interpret the argument as an array consisting of `Object[]` items (as per Keppil).",List,0
