source,API,KI,relevant-groundtruth,relevance
TU,PeriodType,"## Periods

A period in Joda-Time represents a period of time defined in terms of fields, for example, 3 years 5 months 2 days and 7 hours. This differs from a duration in that it is inexact in terms of milliseconds. A period can only be resolved to an exact number of milliseconds by specifying the instant (including chronology and time zone) it is relative to. 

For example, consider a period of 1 month. If you add this period to the 1st February (ISO) then you will get the 1st March. If you add the same period to the 1st March you will get the 1st April. But the duration added (in milliseconds) in these two cases is very different. 

As a second example, consider adding 1 day at the daylight savings boundary. If you use a period to do the addition then either 23 or 25 hours will be added as appropriate. If you had created a duration equal to 24 hours, then you would end up with the wrong result. 

Periods are implemented as a set of `int` fields. The standard set of fields in a period are years, months, weeks, days, hours, minutes, seconds and millis. The `PeriodType` class allows this set of fields to be restricted, for example to elimate weeks. This is significant when converting a duration or interval to a period, as the calculation needs to know which period fields it should populate. 

Methods exist on periods to obtain each field value. Periods are not associated with either a chronology or a time zone. 

Periods can be added to an instant, or to either end of an interval to change those objects. In datetime maths you could say: 
    
    
          instant  +  period  =  instant
    

There are two implementations of the `ReadablePeriod` interface, `Period` and `MutablePeriod`.",1,1
TU,MutableDateTime,"### Using a MutableDateTime

The methods outlined above are suitable for simple calculations involving one or two fields. In situations where multiple fields need to be modified, it is more efficient to create a mutable copy of the datetime, modify the copy and finally create a new value datetime. 
    
    
        MutableDateTime mdt = dt.toMutableDateTime(),
        // perform various calculations on mdt
        ...
        DateTime result = mdt.toDateTime(),
    

`MutableDateTime` has a number of methods, including standard setters, for directly modifying the datetime.",1,1
TU,DateTime,"### Converters

The constructors on each major concrete class in the API take an `Object` as a parameter. This is passed to the converter subsystem which is responsible for converting the object to one acceptable to Joda-Time. For example, the converters can convert a JDK `Date` object to a `DateTime`. If required, you can add your own converters to those supplied in Joda-Time.",0,1
TU,JodaTimePermission,"### Security

Joda-Time includes hooks into the standard JDK security scheme for sensitive changes. These include changing the time zone handler, changing the current time and changing the converters. See `JodaTimePermission` for details.",1,1
SO,DateMidnight,"LocalDate interval in Joda-time 

Joda-time has an Interval class, which is a range between DateTimes. What can be used for a range of LocalDates?

I want an object that represents, for example ""from 1/1/2011 to 10/1/2011"", without the time (or timezones) ever coming into the picture.

As far as I see, joda-time doesn't have anything built in for that. If there doesn't exist anything for it, and we'd create it, what should it look like? Most importantly, which interfaces from joda-time could it implement to best integrate into the other types, staying consistent with the joda-time design? Would it make sense for it to implement `ReadableInterval`, where `getStart` and `getEnd` return `DateMidnight`?

The Interval class represents an interval of time from one millisecond instant to another instant (complete with timezone). DateMidnight is such an instant. So your proposed implementation of an interval for DateMidnights is allready there.
    
    
    Interval i = new Interval(
    new DateMidnight(2010, 3, 2), new DateMidnight(2010, 3, 5));
    i.contains(new DateTime(2010, 3, 1, 23, 59, 59, 999)); // == false
    i.contains(new DateTime(2010, 3, 2, 0, 0, 0, 0)); // == true
    i.contains(new DateTime(2010, 3, 4, 23, 59, 59, 999)); // == true
    i.contains(new DateTime(2010, 3, 5, 0, 0, 0, 0)); // == false
    

However the concept of your searched interval for LocalDates aka a Partial (without timezones) is not yet existent. If you're going to implement it for yourself, don't implement any interval interfaces at all. It would interfere with your wishes, because it is, as stated before, based on instants.",1,1
SO,Instant,"How to handle jodatime Illegal instant due to time zone offset transition 

I want to set up joda `DateTime` to today at 2 AM (see sample code below). But I'm getting this exception:
    
    
    Exception in thread ""main"" org.joda.time.IllegalFieldValueException: Value 2 for hourOfDay is not supported: Illegal instant due to time zone offset transition: 2011-03-27T02:52:05.239 (Europe/Prague)
    at org.joda.time.chrono.ZonedChronology$ZonedDateTimeField.set(ZonedChronology.java:469)
    at org.joda.time.MutableDateTime.setHourOfDay(MutableDateTime.java:702)
    

What is the correct way to the handle exception above or to create a `DateTime` at a particular hour of day?

Sample code:
    
    
    MutableDateTime now = new MutableDateTime();
    now.setHourOfDay(2);
    now.setMinuteOfHour(0);
    now.setSecondOfMinute(0);
    now.setMillisOfSecond(0);
    DateTime myDate = now.toDateTime();
    

Thanks.

It seems like you're trying to get from a specific local time to a `DateTime` instance and you want that to be robust against daylight savings. Try this... (note I'm in US/Eastern, so our transition date was 13 Mar 11; I had to find the right date to get the exception you got today. Updated my code below for CET, which transitions today.) The insight here is that Joda provides `LocalDateTime` to let you reason about a local wall-clock setting and whether it's legal in your timezone or not. In this case, I just add an hour if the time doesn't exist (your application has to decide if this is the right policy.)
    
    
    import org.joda.time.DateTime;
    import org.joda.time.DateTimeZone;
    import org.joda.time.LocalDateTime;
    class TestTz {
    public static void main(String[] args)
    {
    final DateTimeZone dtz = DateTimeZone.forID(""CET"");
    LocalDateTime ldt = new LocalDateTime(dtz)
    .withYear(2011)
    .withMonthOfYear(3)
    .withDayOfMonth(27)
    .withHourOfDay(2);
    // this is just here to illustrate I'm solving the problem; 
    // don't need in operational code
    try {
    DateTime myDateBorken = ldt.toDateTime(dtz);
    } catch (IllegalArgumentException iae) {
    System.out.println(""Sure enough, invalid instant due to time zone offset transition!"");
    }
    if (dtz.isLocalDateTimeGap(ldt)) {
    ldt = ldt.withHourOfDay(3);
    }
    DateTime myDate = ldt.toDateTime(dtz);
    System.out.println(""No problem: ""+myDate);
    }
    }
    

This code produces:
    
    
    Sure enough, invalid instant due to time zone offset transition!
    No problem: 2011-03-27T03:00:00.000+02:00",1,1
SO,DateTimeConstants,"Calculating dates given two dates excluding weekend 

I am using Joda time api in a Spring 3.0 project for to calculate dates. Now I have a start and end date and I want to get everyday exept weekend or Saturday or Sunday between these two dates. How can I achieve this ? 

I looked at this post Joda time - all mondays between two dates. It offered some guidance but still vague as how to exclude two dates.

I assume your question is how to

> get every day except weekend or Saturday or Sunday between two dates.

Solution :
    
    
    public static void main(String[] args) {
    final LocalDate start = LocalDate.now();
    final LocalDate end = new LocalDate(2012, 1, 14);
    LocalDate weekday = start;
    if (start.getDayOfWeek() == DateTimeConstants.SATURDAY ||
    start.getDayOfWeek() == DateTimeConstants.SUNDAY) {
    weekday = weekday.plusWeeks(1).withDayOfWeek(DateTimeConstants.MONDAY);
    }
    while (weekday.isBefore(end)) {
    System.out.println(weekday);
    if (weekday.getDayOfWeek() == DateTimeConstants.FRIDAY)
    weekday = weekday.plusDays(3);
    else
    weekday = weekday.plusDays(1);
    }
    }",1,1
SO,DateTime,"How to format Joda-Time DateTime to only mm/dd/yyyy? 

I have a string ""`11/15/2013 08:00:00`"", I want to format it to ""`11/15/2013`"", what is the correct `DateTimeFormatter` pattern?

I've tried many and googled and still unable to find the correct pattern.

edit: I am looking for Joda-Time `DateTimeFormatter`, not Java's SimpleDateFormat..

Create a `DateTimeFormatter` using `DateTimeFormat.forPattern(String)`

Using Joda time you would do it like this:
    
    
    String dateTime = ""11/15/2013 08:00:00"";
    // Format for input
    DateTimeFormatter dtf = DateTimeFormat.forPattern(""MM/dd/yyyy HH:mm:ss"");
    // Parsing the date
    DateTime jodatime = dtf.parseDateTime(dateTime);
    // Format for output
    DateTimeFormatter dtfOut = DateTimeFormat.forPattern(""MM/dd/yyyy"");
    // Printing the date
    System.out.println(dtfOut.print(jodatime));
    

Also, if you wanted to use standard Java, you would do it like this:
    
    
    // Format for input
    SimpleDateFormat dateParser = new SimpleDateFormat(""MM/dd/yyyy HH:mm:ss"");
    // Parsing the date
    Date date = dateParser.parse(dateTime);
    // Format for output
    SimpleDateFormat dateFormatter = new SimpleDateFormat(""MM/dd/yyyy"");
    // Printing the date
    System.out.println(dateFormatter.format(date));",1,1
SO,dayOfYear(),"What is a smarter way to check if a Joda-Time DateTime object does not represent the last day of the year? 

I am using Joda-Time and I would like to check if a specific date is not the last day of a year (in other words the date should not be 31/12/XXXX). It should work for any year.

To implement this check I have done something like this:
    
    
    DateTime dataSecondoMovimento = new DateTime(mappaQuote.get(2).getDatariferimentoprezzo());
    if(!(dataSecondoMovimento.getMonthOfYear() == 12 && dataSecondoMovimento.getDayOfMonth() == 31)) {
    System.out.println(""It is not the end of year !!!"");
    }
    

So basically I am checking if the month is not December and if the day is not 31 (both have to be true for it not to be the last day of year). I think that this should work fine.

My question: does Joda-Time provide a neater way of doing this? Does there exist a method of checking if a specific date is the last day of the year?

Currently Joda Time don't have direct implementation of getLastDayOfYear(), we have to use logical way to handle the last day of year, one way you tried or you can use alternate way as below 
    
    
     public int getDayOfYear() { //This is library method
    return getChronology().dayOfYear().get(getMillis());
    }
    if(!getDayOfYear() <=365 ||!getDayOfYear() <=366) { //Considering leap year
    System.out.println(""It is not the end of year !!!"");
    }",1,1
TU,DateTime,"## Instants

The most frequently used concept in Joda-Time is that of the instant. An Instant is defined as a moment in the datetime continuum specified as a number of milliseconds from 1970-01-01T00:00Z. This definition of milliseconds is consistent with that of the JDK in `Date` or `Calendar`. Interoperating between the two APIs is thus simple. 

Within Joda-Time an instant is represented by the `ReadableInstant` interface. The main implementation of this interface, and the class that the average API user needs to be most familiar with, is `DateTime`. DateTime is immutable - and once created the values do not change. Thus, this class can safely be passed around and used in multiple threads without synchronization. 

The millisecond instant can be converted to any date time field using a `Chronology`. To assist with this, methods are provided on `DateTime` that act as getters for the most common date and time fields. 

We discuss the chronology concept a litte further on in this overview. 

A companion mutable class to `DateTime` is `MutableDateTime`. Objects of this class can be modified and are not thread-safe. 

Other implementations of `ReadableInstant` include `Instant` and `DateMidnight`.",1,1
TU,DateTime,"### JDK Interoperability

The `DateTime` class has a constructor which takes an `Object` as input. In particular this constructor can be passed a JDK `Date`, JDK `Calendar` or JDK `GregorianCalendar` (It also accepts an ISO8601 formatted String, or `Long` object representing milliseconds). This is one half of the interoperability with the JDK. The other half of interoperability with JDK is provided by `DateTime` methods which return JDK objects. 

Thus inter-conversion between Joda `DateTime` and JDK `Date` can be performed as follows 
    
    
        // from Joda to JDK
        DateTime dt = new DateTime(),
        Date jdkDate = dt.toDate(),
    
        // from JDK to Joda
        dt = new DateTime(jdkDate),
    

Similarly, for JDK `Calendar`: 
    
    
        // from Joda to JDK
        DateTime dt = new DateTime(),
        Calendar jdkCal = dt.toCalendar(Locale.CHINESE),
    
        // from JDK to Joda
        dt = new DateTime(jdkCal),
    

and JDK `GregorianCalendar`: 
    
    
        // from Joda to JDK
        DateTime dt = new DateTime(),
        GregorianCalendar jdkGCal = dt.toGregorianCalendar(),
    
        // from JDK to Joda
        dt = new DateTime(jdkGCal),",1,1
TU,DateTime,"## Manipulating DateTimes

`DateTime` objects have value semantics, and cannot be modified after construction (they are immutable). Therefore, most simple manipulation of a datetime object involves construction of a new datetime as a modified copy of the original. 

WARNING: A common mistake to make with immutable classes is to forget to assign the result to a variable. Remember that calling an add or set method on an immtable object has no effect on that object - only the result is updated.",1,1
SO,DateTime,"LocalDate interval in Joda-time 

Joda-time has an Interval class, which is a range between DateTimes. What can be used for a range of LocalDates?

I want an object that represents, for example ""from 1/1/2011 to 10/1/2011"", without the time (or timezones) ever coming into the picture.

As far as I see, joda-time doesn't have anything built in for that. If there doesn't exist anything for it, and we'd create it, what should it look like? Most importantly, which interfaces from joda-time could it implement to best integrate into the other types, staying consistent with the joda-time design? Would it make sense for it to implement `ReadableInterval`, where `getStart` and `getEnd` return `DateMidnight`?

The Interval class represents an interval of time from one millisecond instant to another instant (complete with timezone). DateMidnight is such an instant. So your proposed implementation of an interval for DateMidnights is allready there.
    
    
    Interval i = new Interval(
    new DateMidnight(2010, 3, 2), new DateMidnight(2010, 3, 5));
    i.contains(new DateTime(2010, 3, 1, 23, 59, 59, 999)); // == false
    i.contains(new DateTime(2010, 3, 2, 0, 0, 0, 0)); // == true
    i.contains(new DateTime(2010, 3, 4, 23, 59, 59, 999)); // == true
    i.contains(new DateTime(2010, 3, 5, 0, 0, 0, 0)); // == false
    

However the concept of your searched interval for LocalDates aka a Partial (without timezones) is not yet existent. If you're going to implement it for yourself, don't implement any interval interfaces at all. It would interfere with your wishes, because it is, as stated before, based on instants.",1,1
SO,DateTime,"Joda Time LocalTime of 24:00 end-of-day 

We're creating a scheduling application and we need to represent someone's available schedule during the day, regardless of what time zone they are in. Taking a cue from Joda Time's Interval, which represents an interval in absolute time between two instances (start inclusive, end exclusive), we created a LocalInterval. The LocalInterval is made up of two LocalTimes (start inclusive, end exclusive), and we even made a handy class for persisting this in Hibernate.

For example, if someone is available from 1:00pm to 5:00pm, we would create:
    
    
    new LocalInterval(new LocalTime(13, 0), new LocalTime(17, 0));
    

So far so good---until someone wants to be available from 11:00pm until midnight on some day. Since the end of an interval is exclusive, this should be easily represented as such:
    
    
    new LocalInterval(new LocalTime(23, 0), new LocalTime(24, 0));
    

Ack! No go. This throws an exception, because LocalTime cannot hold any hour greater than 23.

This seems like a design flaw to me---Joda didn't consider that someone may want a LocalTime that represents a non-inclusive endpoint.

This is really frustrating, as it blows a hole in what was otherwise a very elegant model that we created.

What are my options---other than forking Joda and taking out the check for hour 24? (No, I don't like the option of using a dummy value---say 23:59:59---to represent 24:00.)

Update: To those who keep saying that there is no such thing as 24:00, here's a quote from ISO 8601-2004 4.2.3 Notes 2,3: ""The end of one calendar day [24:00] coincides with [00:00] at the start of the next calendar day ..."" and ""Representations where [hh] has the value [24] are only preferred to represent the end of a time interval ....""

The solution we finally went with was to use 00:00 as a stand-in for 24:00, with logic throughout the class and the rest of the application to interpret this local value. This is a true kludge, but it's the least intrusive and most elegant thing I could come up with.

First, the LocalTimeInterval class keeps an internal flag of whether the interval endpoint is end-of-day midnight (24:00). This flag will only be true if the end time is 00:00 (equal to LocalTime.MIDNIGHT).
    
    
    /**
    * @return Whether the end of the day is {@link LocalTime#MIDNIGHT} and this should be considered midnight of the
    * following day.
    */
    public boolean isEndOfDay()
    {
    return isEndOfDay;
    }
    

By default the constructor considers 00:00 to be beginning-of-day, but there is an alternate constructor for manually creating an interval that goes all day:
    
    
    public LocalTimeInterval(final LocalTime start, final LocalTime end, final boolean considerMidnightEndOfDay)
    {
    ...
    this.isEndOfDay = considerMidnightEndOfDay && LocalTime.MIDNIGHT.equals(end);
    }
    

There is a reason why this constructor doesn't just have a start time and an ""is end-of-day"" flag: when used with a UI with a drop-down list of times, we don't know if the user will choose 00:00 (which is rendered as 24:00), but we know that as the drop-down list is for the end of the range, in our use case it means 24:00. (Although LocalTimeInterval allows empty intervals, we don't allow them in our application.)

Overlap checking requires special logic to take care of 24:00:
    
    
    public boolean overlaps(final LocalTimeInterval localInterval)
    {
    if (localInterval.isEndOfDay())
    {
    if (isEndOfDay())
    {
    return true;
    }
    return getEnd().isAfter(localInterval.getStart());
    }
    if (isEndOfDay())
    {
    return localInterval.getEnd().isAfter(getStart());
    }
    return localInterval.getEnd().isAfter(getStart()) && localInterval.getStart().isBefore(getEnd());
    }
    

Similarly, converting to an absolute Interval requires adding another day to the result if isEndOfDay() returns true. It is important that application code never constructs an Interval manually from a LocalTimeInterval's start and end values, as the end time may indicate end-of-day:
    
    
    public Interval toInterval(final ReadableInstant baseInstant)
    {
    final DateTime start = getStart().toDateTime(baseInstant);
    DateTime end = getEnd().toDateTime(baseInstant);
    if (isEndOfDay())
    {
    end = end.plusDays(1);
    }
    return new Interval(start, end);
    }
    

When persisting LocalTimeInterval in the database, we were able to make the kludge totally transparent, as Hibernate and SQL have no 24:00 restriction (and indeed have no concept of LocalTime anyway). If isEndOfDay() returns true, our PersistentLocalTimeIntervalAsTime implementation stores and retrieves a true time value of 24:00:
    
    
     ...
    final Time startTime = (Time) Hibernate.TIME.nullSafeGet(resultSet, names[0]);
    final Time endTime = (Time) Hibernate.TIME.nullSafeGet(resultSet, names[1]);
    ...
    final LocalTime start = new LocalTime(startTime, DateTimeZone.UTC);
    if (endTime.equals(TIME_2400))
    {
    return new LocalTimeInterval(start, LocalTime.MIDNIGHT, true);
    }
    return new LocalTimeInterval(start, new LocalTime(endTime, DateTimeZone.UTC));
    

and
    
    
     final Time startTime = asTime(localTimeInterval.getStart());
    final Time endTime = localTimeInterval.isEndOfDay() ? TIME_2400 : asTime(localTimeInterval.getEnd());
    Hibernate.TIME.nullSafeSet(statement, startTime, index);
    Hibernate.TIME.nullSafeSet(statement, endTime, index + 1);
    

It's sad that we had to write a workaround in the first place; this is the best I could do.",1,1
SO,DateTimeFormat,"Parse Date String to Some Java Object 

I am working in a project that reads files and processes data. There I got to work with dates for example:

  1. 2012-01-10 23:13:26
  2. January 13, 2012



I found the package Joda, kinda interesting package but don't know if it is the easiest around.

I was able to parse the first example to a DateTime object (Joda) reg-ex and String manipulation. (Ex: by replacing the space by '-' and passing it to constructor.
    
    
    new DateTime(""2012-01-10 23:13:26"".replace(' ', '-'))
    

I guess it worked, but the problem is with the second format. How can I use such an input to extract a an object, preferably a Joda object. I sure can write a function to change the format to what Joda supports, but was wondering if there would be some other way (even some native Java library) to do it.

If there are any thing better than Joda out there, please let me know it as well.

Thank you.

Using Joda-Time, take a look at DateTimeFormat; it allows parsing both kind of date strings that you mention (and almost any other arbitrary formats). If your needs are even more complex, try DateTimeFormatterBuilder.

To parse #1:
    
    
    DateTimeFormatter f = DateTimeFormat.forPattern(""yyyy-MM-dd HH:mm:ss"");
    DateTime dateTime = f.parseDateTime(""2012-01-10 23:13:26"");
    

Edit: actually LocalDateTime is a more appropriate type for a datetime without a time zone:
    
    
    LocalDateTime dateTime = f.parseLocalDateTime(""2012-01-10 23:13:26"");
    

And for #2:
    
    
    DateTimeFormatter f = DateTimeFormat.forPattern(""MMMM dd, yyyy"");
    LocalDate localDate = f.parseLocalDate(""January 13, 2012"");
    

And yes, Joda-Time is definitely the way to go, as far as Java date & time handling is concerned. :) 

As mostly everyone will agree, Joda is an exceptionally user-friendly library. For example, I had never done this kind of parsing with Joda before, but it took me just a few minutes to figure it out from the API and write it. 

## Update (2015)

If you're on Java 8, in most cases you should simply use `java.time` instead of Joda-Time. It contains pretty much all the good stuff\\\\\\\xe2\\\\\\\x80\\\\\\\x94or their equivalents\\\\\\\xe2\\\\\\\x80\\\\\\\x94from Joda. For those already familiar with Joda APIs, Stephen Colebourne's Joda-Time to java.time migration guide comes in handy.

Here are java.time versions of above examples.

To parse #1:
    
    
    DateTimeFormatter f = DateTimeFormatter.ofPattern(""yyyy-MM-dd HH:mm:ss"");
    LocalDateTime dateTime = LocalDateTime.from(f.parse(""2012-01-10 23:13:26""));
    

You cannot parse this into ZonedDateTime or OffsetDateTime (which are counterparts of Joda's DateTime, used in my original answer), but that kinda makes sense because there's no time zone information in the parsed string.

To parse #2:
    
    
    DateTimeFormatter f = DateTimeFormatter.ofPattern(""MMMM dd, yyyy"");
    LocalDate localDate = LocalDate.from(f.parse(""January 13, 2012""));
    

Here LocalDate is the most appropriate type to parse into (just like with Joda-Time).",1,1
SO,DateTime,"How to round DateTime of Joda library to the nearest X minutes? 

How to round `DateTime` of `Joda` library to the nearest `X` minutes ?  
For example:
    
    
    X = 10 minutes
    Jun 27, 11:32 -> Jun 27, 11:30
    Jun 27, 11:33 -> Jun 27, 11:30
    Jun 27, 11:34 -> Jun 27, 11:30
    Jun 27, 11:35 -> Jun 27, 11:40
    Jun 27, 11:36 -> Jun 27, 11:40
    Jun 27, 11:37 -> Jun 27, 11:40
    

The accepted answer doesn't correctly handle datetimes that have seconds or milliseconds set. For completeness, here's a version that does handle that correctly:
    
    
    private DateTime roundDate(final DateTime dateTime, final int minutes) {
    if (minutes < 1 || 60 % minutes != 0) {
    throw new IllegalArgumentException(""minutes must be a factor of 60"");
    }
    final DateTime hour = dateTime.hourOfDay().roundFloorCopy();
    final long millisSinceHour = new Duration(hour, dateTime).getMillis();
    final int roundedMinutes = ((int)Math.round(
    millisSinceHour / 60000.0 / minutes)) * minutes;
    return hour.plusMinutes(roundedMinutes);
    }",1,1
SO,DateTime,"Generating Random Date time in java (joda time) 

Is it possible to generate a random datetime using Jodatime such that the datetime has the format yyyy-MM-dd HH:MM:SS and it should be able to generate two random datetimes where Date2 minus Date1 will be greater than 2 minutes but less than 60minutes. Please suggest some method.

This follows quite strictly what you asked for (except for the corrected format).
    
    
    Random random = new Random();
    DateTime startTime = new DateTime(random.nextLong()).withMillisOfSecond(0);
    Minutes minimumPeriod = Minutes.TWO;
    int minimumPeriodInSeconds = minimumPeriod.toStandardSeconds().getSeconds();
    int maximumPeriodInSeconds = Hours.ONE.toStandardSeconds().getSeconds();
    Seconds randomPeriod = Seconds.seconds(random.nextInt(maximumPeriodInSeconds - minimumPeriodInSeconds));
    DateTime endTime = startTime.plus(minimumPeriod).plus(randomPeriod);
    DateTimeFormatter dateTimeFormatter = DateTimeFormat.forPattern(""yyyy-MM-dd HH:mm:ss"");
    System.out.println(dateTimeFormatter.print(startTime));
    System.out.println(dateTimeFormatter.print(endTime));
    

If you run this, you'll note that you'll get outrageous values for years, but that's simply the consequence of generating a random DateTime over the entire possible range of DateTime (or Date for that matter). But the same technique of limiting the end time to a certain range can be applied to the start time if you want.",1,1
SO,DateMidnight,"Converting Joda LocalTime to java.sql.Date 

To make a JDBC query I need to pass date to it. The date is kept in `Date` field type of PostgreSql database, which represents specific day without any time.

As I need only date, I decided to use specific object which represent only date without time, which is `LocalDate` from Joda-Time package. I thought it is important because if I used DateTime object, it would carry redundant time data as well as it might lead to bugs at end of daylight saving time when the clock are put backward one hour (though the situation is unprecedentedly rare, it's not impossible).

But when I started trying to square `LocalDate` object with accepted arguments of `preparedStatement.setDate` method, I didn't find a proper way to do it.

`setDate` accepts `java.sql.Date` as parameter. And the only option to construct `java.sql.Date` object is to pass it time in milliseconds.

But this defeats all the purpose of using `LocalDate` from Joda-Time package, as on this conversion we get back to milliseconds and, while these conversions happen, clock may be put back one hour and change the date to the previous date.

So, now I have this line in my code:
    
    
    preparedStatement.setDate(1, new java.sql.Date(localDate.toDate().getTime()));
    

But is this the best way to convert `LocalDate` to accepted by `setDate` format?

Are my concerns related to daylight saving time and corresponding clock-shifts justified?

Is there a better way to pass date (and only date without time) to JDBC preparedStatement?

Try to Use `LocalDate#toDateMidnight()` which sets time to 0 and then `DateMidnight#toDate()`.
    
    
    Date date = localDate.toDateMidnight().toDate();
    

Or if you're using JodaTime 1.5 or newer, use `LocalDate#toDateTimeAtStartOfDay()` and then `DateTime#toDate()`

Hope that help",0,1
SO,Duration,"Joda Time - Calculation of seconds between two dates throws an exception. 

I am using following code to calculate difference in seconds between two dates:
    
    
    long secondsBetween = (Seconds.secondsBetween(new LocalDate(""1901-01-01""), new LocalDate()).getSeconds());
    

However I am getting the following exception: 
    
    
    08-08 18:21:27.345: E/AndroidRuntime(6972): java.lang.RuntimeException: Unable to start activity ComponentInfo{com.testbdr/com.testbdr.MainActivity}: java.lang.ArithmeticException: Value cannot fit in an int: 3584908800
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2189)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2216)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.access$600(ActivityThread.java:149)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1305)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.os.Handler.dispatchMessage(Handler.java:99)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.os.Looper.loop(Looper.java:153)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.main(ActivityThread.java:5000)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at java.lang.reflect.Method.invokeNative(Native Method)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at java.lang.reflect.Method.invoke(Method.java:511)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:821)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:584)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at dalvik.system.NativeStart.main(Native Method)
    08-08 18:21:27.345: E/AndroidRuntime(6972): Caused by: java.lang.ArithmeticException: Value cannot fit in an int: 3584908800
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.field.FieldUtils.safeToInt(FieldUtils.java:206)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.field.BaseDurationField.getDifference(BaseDurationField.java:141)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.chrono.BaseChronology.get(BaseChronology.java:260)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.base.BaseSingleFieldPeriod.between(BaseSingleFieldPeriod.java:105)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.Seconds.secondsBetween(Seconds.java:124)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at com.testbdr.MainActivity.onCreate(MainActivity.java:27)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.Activity.performCreate(Activity.java:5020)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1080)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2153)
    08-08 18:21:27.345: E/AndroidRuntime(6972): ... 11 more
    

# `int`

As the other answers correctly state, the problem is that you and Joda-Time are using an `int` to handle seconds. A 32-bit int can hold only about 68 years worth of seconds.

If you insist on using seconds to track centuries of time, you must use a 64-bit `long` rather than an 32-bit `int`.

By the way, the use in Unix of a 32-bit int to track time by seconds presents a real-world problem knows an the Year 2038 problem.

# Seconds Not Used For Long Spans Of Time

As other suggest, using seconds to track such long spans of time is unusual. You may want to rethink that premise, if possible. 

One alternative: the ISO 8601 standard offers a Durations format of `PnYnMnDTnHnMnS` for number of years, months, days, and so on. Joda-Time knows hows to parse and generate such strings (Period and Duration classes). While Joda-Time can only handle `int` numbers for seconds, it can handle larger number of seconds when presented as strings in this ISO 8601 format, as seen in code example below (`PT3584908800S`).

# Milliseconds

Joda-Time internally tracks a count-from-epoch using milliseconds. Joda-Time offers methods to access those milliseconds as `long` values. 

I normally advise againt working in milliseconds for date-time work. But in your case it makes sense, converting to seconds as needed. 

# Start of Day

To calculate milliseconds, we'll need to use DateTime rather than LocalDate.

Make a habit of calling the method `withTimeAtStartOfDay` to get the first moment of the day. This time is usually `00:00:00` but not always because of Daylight Saving Time or other anomalies.

# Time Zone

Time zone is crucial even for `LocalDate`. The date (and first moment of day) is determined by the time zone. A new day dawns earlier in Paris than it does in Montr\\\\\\\xc3\\\\\\\xa9al. 

If you omit the time zone, the JVM's current default time zone will be used. Generally better to be explicit and specify the desired time zone. I suspect for your purposes, using UTC make sense.

# Duration

Joda-Time offers the Duration class to represent a span of time untied to the timeline (the history of the Universe).

# Example Code

Example code using Joda-Time 2.4.
    
    
    DateTime history = new DateTime( ""1901-01-01"", DateTimeZone.UTC ).withTimeAtStartOfDay(); // Technically, the call to withTimeAtStartOfDay is not necessary here as Joda-Time defaults to that for parsing a date-only string. But the call is a good habit and makes clear out intention.
    DateTime today = new DateTime( DateTimeZone.UTC ).withTimeAtStartOfDay();
    Duration duration = new Duration( history, today );
    long millis = duration.getMillis(); // Use a long, not an int.
    long seconds = ( millis / 1000L ); // Use a long, not an int. Maybe use BigDecimal or BigInteger if you want rounding.
    

Dump to console.
    
    
    System.out.println( ""history: "" + history );
    System.out.println( ""today: "" + today );
    System.out.println( ""duration: "" + duration );
    System.out.println( ""millis: "" + millis );
    System.out.println( ""seconds: "" + seconds );
    

When run.
    
    
    history: 1901-01-01T00:00:00.000Z
    today: 2014-08-08T00:00:00.000Z
    duration: PT3584908800S
    millis: 3584908800000
    seconds: 3584908800
    

When going the other direction, either:

  * Pass a `long` number of seconds to the static method `Duration.standardSeconds`.
  * Pass an ISO 8601 string to the constructor of Duration.",1,1
